id,dataset,repetition,both_valid,same_prompt_sha256,same_input_token_sha256,same_candidate_ids,same_candidate_ids_sha256,same_input_token_count,max_logit_abs_difference,logits_within_1e_5,same_label,exact_maximum_tie,label_mismatch_with_tie,label_mismatch_without_tie,candidate_boundary_checked_both
jcommonsenseqa:valid:9238,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9258,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9262,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9270,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9275,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9286,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9291,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9321,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9324,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9337,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9347,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9348,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9354,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9358,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9363,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9374,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9381,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9388,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9393,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9396,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9404,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9405,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9407,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9409,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9411,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9413,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9419,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9421,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9422,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9426,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9433,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9437,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9439,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9440,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9447,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9456,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9457,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9458,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9461,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9465,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9473,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9477,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9481,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9489,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9490,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9491,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9499,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9502,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9510,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9513,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9514,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9522,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9528,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9534,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9535,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9538,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9540,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9544,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9547,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9551,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9562,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9567,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9578,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9583,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9584,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9589,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9595,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9600,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9601,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9603,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9606,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9612,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9616,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9624,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9627,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9634,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9639,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9641,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9649,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9650,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9651,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9655,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9666,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9667,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9675,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9679,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9681,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9685,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9688,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9696,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9699,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9711,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9716,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9717,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9718,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9719,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9720,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9730,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9734,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9739,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9749,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9752,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9756,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9761,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9774,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9795,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9798,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9803,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9816,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9818,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9823,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9827,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9832,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9833,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9839,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9840,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9853,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9863,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9867,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9868,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9872,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9892,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9902,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9904,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9910,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9922,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9925,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9927,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9932,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9935,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9937,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9938,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9948,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9959,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9965,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9968,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9969,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9971,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9975,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9980,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jcommonsenseqa:valid:9990,JCommonsenseQA,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:10,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:100,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1005,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1007,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1016,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1021,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1037,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1044,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1045,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1048,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1054,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1066,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:107,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1071,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1080,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1082,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1086,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1087,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1098,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1100,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1111,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1116,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1120,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1126,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1140,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1149,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:115,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1151,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:116,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1160,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1167,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1174,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1176,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1191,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1206,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1210,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1225,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1226,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1231,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1236,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1240,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1248,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1249,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1253,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:127,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1272,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1298,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1314,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1315,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1318,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1325,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1327,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1330,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1337,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1352,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1357,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1359,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1365,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1366,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1367,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1376,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1377,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1390,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1394,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1396,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:140,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1402,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1416,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1422,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1434,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1446,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:145,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:1451,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:147,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:149,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:177,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:181,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:185,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:188,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:191,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:197,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:203,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:204,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:205,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:21,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:214,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:222,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:229,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:233,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:234,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:250,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:254,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:267,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:270,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:276,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:280,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:29,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:3,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:302,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:33,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:337,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:340,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:348,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:350,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:356,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:363,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:364,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:370,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:376,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:391,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:395,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:399,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:400,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:402,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:416,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:42,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:438,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:449,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:456,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:458,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:475,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:48,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:489,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:500,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:510,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:516,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:519,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:520,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:523,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:524,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:530,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:55,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:554,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
jsts:valid:558,JSTS,0,True,True,True,True,True,True,0.0,True,True,False,False,False,True
